,I,V
0,0.0,"""VOLT:DC"",""CURR:DC"""
1,2e-08,"""VOLT:DC"",""CURR:DC"""
2,4e-08,"""VOLT:DC"",""CURR:DC"""
3,6.000000000000001e-08,"""VOLT:DC"",""CURR:DC"""
4,8e-08,"""VOLT:DC"",""CURR:DC"""
5,1e-07,"""VOLT:DC"",""CURR:DC"""
6,1.2000000000000002e-07,"""VOLT:DC"",""CURR:DC"""
7,1.4e-07,"""VOLT:DC"",""CURR:DC"""
8,1.6e-07,"""VOLT:DC"",""CURR:DC"""
9,1.8e-07,"""VOLT:DC"",""CURR:DC"""
10,2e-07,"""VOLT:DC"",""CURR:DC"""
11,2.2e-07,"""VOLT:DC"",""CURR:DC"""
12,2.4000000000000003e-07,"""VOLT:DC"",""CURR:DC"""
13,2.6e-07,"""VOLT:DC"",""CURR:DC"""
14,2.8e-07,"""VOLT:DC"",""CURR:DC"""
15,3e-07,"""VOLT:DC"",""CURR:DC"""
16,3.2e-07,"""VOLT:DC"",""CURR:DC"""
17,3.4000000000000003e-07,"""VOLT:DC"",""CURR:DC"""
18,3.6e-07,"""VOLT:DC"",""CURR:DC"""
19,3.8e-07,"""VOLT:DC"",""CURR:DC"""
20,4e-07,"""VOLT:DC"",""CURR:DC"""
21,4.2e-07,"""VOLT:DC"",""CURR:DC"""
22,4.4e-07,"""VOLT:DC"",""CURR:DC"""
23,4.6e-07,"""VOLT:DC"",""CURR:DC"""
24,4.800000000000001e-07,"""VOLT:DC"",""CURR:DC"""
25,5e-07,"""VOLT:DC"",""CURR:DC"""
26,5.2e-07,"""VOLT:DC"",""CURR:DC"""
27,5.4e-07,"""VOLT:DC"",""CURR:DC"""
28,5.6e-07,"""VOLT:DC"",""CURR:DC"""
29,5.800000000000001e-07,"""VOLT:DC"",""CURR:DC"""
30,6e-07,"""VOLT:DC"",""CURR:DC"""
31,6.2e-07,"""VOLT:DC"",""CURR:DC"""
32,6.4e-07,"""VOLT:DC"",""CURR:DC"""
33,6.6e-07,"""VOLT:DC"",""CURR:DC"""
34,6.800000000000001e-07,"""VOLT:DC"",""CURR:DC"""
35,7e-07,"""VOLT:DC"",""CURR:DC"""
36,7.2e-07,"""VOLT:DC"",""CURR:DC"""
37,7.4e-07,"""VOLT:DC"",""CURR:DC"""
38,7.6e-07,"""VOLT:DC"",""CURR:DC"""
39,7.8e-07,"""VOLT:DC"",""CURR:DC"""
40,8e-07,"""VOLT:DC"",""CURR:DC"""
41,8.2e-07,"""VOLT:DC"",""CURR:DC"""
42,8.4e-07,"""VOLT:DC"",""CURR:DC"""
43,8.6e-07,"""VOLT:DC"",""CURR:DC"""
44,8.8e-07,"""VOLT:DC"",""CURR:DC"""
45,9.000000000000001e-07,"""VOLT:DC"",""CURR:DC"""
46,9.2e-07,"""VOLT:DC"",""CURR:DC"""
47,9.4e-07,"""VOLT:DC"",""CURR:DC"""
48,9.600000000000001e-07,"""VOLT:DC"",""CURR:DC"""
49,9.8e-07,"""VOLT:DC"",""CURR:DC"""
50,1e-06,"""VOLT:DC"",""CURR:DC"""
51,1e-06,"""VOLT:DC"",""CURR:DC"""
52,9.8e-07,"""VOLT:DC"",""CURR:DC"""
53,9.6e-07,"""VOLT:DC"",""CURR:DC"""
54,9.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
55,9.2e-07,"""VOLT:DC"",""CURR:DC"""
56,9e-07,"""VOLT:DC"",""CURR:DC"""
57,8.799999999999999e-07,"""VOLT:DC"",""CURR:DC"""
58,8.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
59,8.4e-07,"""VOLT:DC"",""CURR:DC"""
60,8.2e-07,"""VOLT:DC"",""CURR:DC"""
61,8e-07,"""VOLT:DC"",""CURR:DC"""
62,7.799999999999999e-07,"""VOLT:DC"",""CURR:DC"""
63,7.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
64,7.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
65,7.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
66,7e-07,"""VOLT:DC"",""CURR:DC"""
67,6.8e-07,"""VOLT:DC"",""CURR:DC"""
68,6.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
69,6.4e-07,"""VOLT:DC"",""CURR:DC"""
70,6.2e-07,"""VOLT:DC"",""CURR:DC"""
71,6e-07,"""VOLT:DC"",""CURR:DC"""
72,5.8e-07,"""VOLT:DC"",""CURR:DC"""
73,5.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
74,5.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
75,5.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
76,5e-07,"""VOLT:DC"",""CURR:DC"""
77,4.8e-07,"""VOLT:DC"",""CURR:DC"""
78,4.5999999999999994e-07,"""VOLT:DC"",""CURR:DC"""
79,4.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
80,4.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
81,4e-07,"""VOLT:DC"",""CURR:DC"""
82,3.7999999999999996e-07,"""VOLT:DC"",""CURR:DC"""
83,3.5999999999999994e-07,"""VOLT:DC"",""CURR:DC"""
84,3.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
85,3.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
86,3e-07,"""VOLT:DC"",""CURR:DC"""
87,2.7999999999999997e-07,"""VOLT:DC"",""CURR:DC"""
88,2.5999999999999995e-07,"""VOLT:DC"",""CURR:DC"""
89,2.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
90,2.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
91,2e-07,"""VOLT:DC"",""CURR:DC"""
92,1.7999999999999997e-07,"""VOLT:DC"",""CURR:DC"""
93,1.5999999999999995e-07,"""VOLT:DC"",""CURR:DC"""
94,1.3999999999999993e-07,"""VOLT:DC"",""CURR:DC"""
95,1.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
96,9.999999999999989e-08,"""VOLT:DC"",""CURR:DC"""
97,7.999999999999998e-08,"""VOLT:DC"",""CURR:DC"""
98,5.999999999999995e-08,"""VOLT:DC"",""CURR:DC"""
99,3.999999999999983e-08,"""VOLT:DC"",""CURR:DC"""
100,2.000000000000002e-08,"""VOLT:DC"",""CURR:DC"""
101,0.0,"""VOLT:DC"",""CURR:DC"""
102,-2.000000000000002e-08,"""VOLT:DC"",""CURR:DC"""
103,-4.000000000000004e-08,"""VOLT:DC"",""CURR:DC"""
104,-6.000000000000006e-08,"""VOLT:DC"",""CURR:DC"""
105,-8.000000000000008e-08,"""VOLT:DC"",""CURR:DC"""
106,-1.000000000000001e-07,"""VOLT:DC"",""CURR:DC"""
107,-1.2000000000000012e-07,"""VOLT:DC"",""CURR:DC"""
108,-1.4000000000000014e-07,"""VOLT:DC"",""CURR:DC"""
109,-1.6000000000000016e-07,"""VOLT:DC"",""CURR:DC"""
110,-1.7999999999999997e-07,"""VOLT:DC"",""CURR:DC"""
111,-2e-07,"""VOLT:DC"",""CURR:DC"""
112,-2.2e-07,"""VOLT:DC"",""CURR:DC"""
113,-2.4000000000000003e-07,"""VOLT:DC"",""CURR:DC"""
114,-2.6000000000000005e-07,"""VOLT:DC"",""CURR:DC"""
115,-2.8000000000000007e-07,"""VOLT:DC"",""CURR:DC"""
116,-3.000000000000001e-07,"""VOLT:DC"",""CURR:DC"""
117,-3.200000000000001e-07,"""VOLT:DC"",""CURR:DC"""
118,-3.4000000000000013e-07,"""VOLT:DC"",""CURR:DC"""
119,-3.6000000000000015e-07,"""VOLT:DC"",""CURR:DC"""
120,-3.8000000000000017e-07,"""VOLT:DC"",""CURR:DC"""
121,-4e-07,"""VOLT:DC"",""CURR:DC"""
122,-4.2e-07,"""VOLT:DC"",""CURR:DC"""
123,-4.4e-07,"""VOLT:DC"",""CURR:DC"""
124,-4.6000000000000004e-07,"""VOLT:DC"",""CURR:DC"""
125,-4.800000000000001e-07,"""VOLT:DC"",""CURR:DC"""
126,-5.000000000000001e-07,"""VOLT:DC"",""CURR:DC"""
127,-5.200000000000001e-07,"""VOLT:DC"",""CURR:DC"""
128,-5.400000000000001e-07,"""VOLT:DC"",""CURR:DC"""
129,-5.600000000000001e-07,"""VOLT:DC"",""CURR:DC"""
130,-5.800000000000002e-07,"""VOLT:DC"",""CURR:DC"""
131,-6e-07,"""VOLT:DC"",""CURR:DC"""
132,-6.2e-07,"""VOLT:DC"",""CURR:DC"""
133,-6.4e-07,"""VOLT:DC"",""CURR:DC"""
134,-6.6e-07,"""VOLT:DC"",""CURR:DC"""
135,-6.800000000000001e-07,"""VOLT:DC"",""CURR:DC"""
136,-7.000000000000001e-07,"""VOLT:DC"",""CURR:DC"""
137,-7.200000000000001e-07,"""VOLT:DC"",""CURR:DC"""
138,-7.400000000000001e-07,"""VOLT:DC"",""CURR:DC"""
139,-7.600000000000001e-07,"""VOLT:DC"",""CURR:DC"""
140,-7.800000000000002e-07,"""VOLT:DC"",""CURR:DC"""
141,-8.000000000000002e-07,"""VOLT:DC"",""CURR:DC"""
142,-8.2e-07,"""VOLT:DC"",""CURR:DC"""
143,-8.4e-07,"""VOLT:DC"",""CURR:DC"""
144,-8.6e-07,"""VOLT:DC"",""CURR:DC"""
145,-8.8e-07,"""VOLT:DC"",""CURR:DC"""
146,-9.000000000000001e-07,"""VOLT:DC"",""CURR:DC"""
147,-9.200000000000003e-07,"""VOLT:DC"",""CURR:DC"""
148,-9.400000000000001e-07,"""VOLT:DC"",""CURR:DC"""
149,-9.6e-07,"""VOLT:DC"",""CURR:DC"""
150,-9.800000000000001e-07,"""VOLT:DC"",""CURR:DC"""
151,-1e-06,"""VOLT:DC"",""CURR:DC"""
152,-1e-06,"""VOLT:DC"",""CURR:DC"""
153,-9.8e-07,"""VOLT:DC"",""CURR:DC"""
154,-9.6e-07,"""VOLT:DC"",""CURR:DC"""
155,-9.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
156,-9.2e-07,"""VOLT:DC"",""CURR:DC"""
157,-9e-07,"""VOLT:DC"",""CURR:DC"""
158,-8.799999999999999e-07,"""VOLT:DC"",""CURR:DC"""
159,-8.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
160,-8.4e-07,"""VOLT:DC"",""CURR:DC"""
161,-8.2e-07,"""VOLT:DC"",""CURR:DC"""
162,-8e-07,"""VOLT:DC"",""CURR:DC"""
163,-7.799999999999999e-07,"""VOLT:DC"",""CURR:DC"""
164,-7.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
165,-7.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
166,-7.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
167,-7e-07,"""VOLT:DC"",""CURR:DC"""
168,-6.8e-07,"""VOLT:DC"",""CURR:DC"""
169,-6.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
170,-6.4e-07,"""VOLT:DC"",""CURR:DC"""
171,-6.2e-07,"""VOLT:DC"",""CURR:DC"""
172,-6e-07,"""VOLT:DC"",""CURR:DC"""
173,-5.8e-07,"""VOLT:DC"",""CURR:DC"""
174,-5.599999999999999e-07,"""VOLT:DC"",""CURR:DC"""
175,-5.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
176,-5.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
177,-5e-07,"""VOLT:DC"",""CURR:DC"""
178,-4.8e-07,"""VOLT:DC"",""CURR:DC"""
179,-4.5999999999999994e-07,"""VOLT:DC"",""CURR:DC"""
180,-4.399999999999999e-07,"""VOLT:DC"",""CURR:DC"""
181,-4.199999999999999e-07,"""VOLT:DC"",""CURR:DC"""
182,-4e-07,"""VOLT:DC"",""CURR:DC"""
183,-3.7999999999999996e-07,"""VOLT:DC"",""CURR:DC"""
